class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
comestible,plana,fibrosa,rojo,magulladuras,ninguno,libre,cercano,ancho,rosa,afinándose,bulboso,lisa,lisa,gris,gris,parcial,blanco,uno,pendiente,negro,solitaria,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,lisa,gris,ninguna,creosota,libre,cercano,angosto,gris,ensanchándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,bosques
comestible,plana,fibrosa,gris,magulladuras,ninguno,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,lisa,gris,rosa,parcial,blanco,uno,pendiente,negro,varias,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,senderos
comestible,plana,escamosa,marrón,magulladuras,ninguno,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,lisa,rosa,blanco,parcial,blanco,uno,pendiente,negro,varias,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
comestible,plana,escamosa,rojo,magulladuras,ninguno,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,lisa,blanco,gris,parcial,blanco,uno,pendiente,marrón,varias,bosques
comestible,plana,escamosa,rojo,magulladuras,ninguno,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,lisa,rosa,gris,parcial,blanco,uno,pendiente,negro,varias,bosques
venenoso,plana,lisa,gris,magulladuras,fétido,libre,cercano,ancho,rosa,afinándose,bulboso,fibrosa,fibrosa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,varias,urbano
venenoso,convexa,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
comestible,plana,escamosa,rojo,magulladuras,ninguno,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,senderos
comestible,plana,fibrosa,rojo,magulladuras,ninguno,libre,cercano,ancho,rosa,afinándose,bulboso,lisa,lisa,blanco,rosa,parcial,blanco,uno,pendiente,marrón,varias,bosques
comestible,plana,escamosa,rojo,magulladuras,ninguno,libre,cercano,ancho,rosa,afinándose,bulboso,lisa,lisa,rosa,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
comestible,plana,escamosa,rojo,magulladuras,ninguno,libre,cercano,ancho,marrón,afinándose,bulboso,lisa,lisa,rosa,rosa,parcial,blanco,uno,pendiente,marrón,solitaria,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
comestible,plana,escamosa,marrón,magulladuras,ninguno,libre,cercano,ancho,púrpura,afinándose,bulboso,lisa,lisa,gris,rosa,parcial,blanco,uno,pendiente,negro,solitaria,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
comestible,plana,fibrosa,gris,magulladuras,ninguno,libre,cercano,ancho,púrpura,afinándose,bulboso,lisa,lisa,gris,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
comestible,plana,fibrosa,canela,ninguna,ninguno,libre,apretado,angosto,blanco,ensanchándose,bulboso,fibrosa,fibrosa,blanco,marrón,parcial,blanco,uno,efímero,blanco,varias,hojas
venenoso,convexa,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,lisa,marrón claro,magulladuras,fétido,libre,cercano,ancho,blanco,afinándose,bulboso,fibrosa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,dispersa,urbano
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,bosques
comestible,plana,fibrosa,gris,magulladuras,ninguno,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,lisa,rosa,blanco,parcial,blanco,uno,pendiente,negro,solitaria,bosques
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,senderos
comestible,plana,escamosa,rojo,magulladuras,ninguno,libre,cercano,ancho,púrpura,afinándose,bulboso,lisa,lisa,rosa,rosa,parcial,blanco,uno,pendiente,negro,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,solitaria,bosques
comestible,plana,fibrosa,gris,magulladuras,ninguno,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,solitaria,bosques
venenoso,convexa,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
comestible,plana,escamosa,marrón,magulladuras,ninguno,libre,cercano,ancho,rosa,afinándose,bulboso,lisa,lisa,rosa,blanco,parcial,blanco,uno,pendiente,marrón,solitaria,bosques
comestible,plana,fibrosa,gris,magulladuras,ninguno,libre,cercano,ancho,púrpura,afinándose,bulboso,lisa,lisa,rosa,gris,parcial,blanco,uno,pendiente,marrón,varias,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,lisa,marrón claro,magulladuras,fétido,libre,cercano,ancho,blanco,afinándose,bulboso,fibrosa,fibrosa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,dispersa,urbano
comestible,plana,fibrosa,rojo,magulladuras,ninguno,libre,cercano,ancho,púrpura,afinándose,bulboso,lisa,lisa,rosa,rosa,parcial,blanco,uno,pendiente,marrón,solitaria,bosques
venenoso,convexa,escamosa,marrón,ninguna,a pescado,libre,cercano,angosto,marrón claro,afinándose,ausente,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,efímero,blanco,varias,bosques
comestible,convexa,escamosa,gris,magulladuras,ninguno,libre,cercano,ancho,marrón,afinándose,bulboso,lisa,lisa,gris,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
venenoso,convexa,fibrosa,gris,ninguna,creosota,libre,apretado,angosto,marrón,ensanchándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,varias,bosques
venenoso,convexa,fibrosa,rosa,ninguna,creosota,libre,apretado,angosto,marrón,ensanchándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
venenoso,convexa,escamosa,marrón,ninguna,a pescado,libre,cercano,angosto,marrón claro,afinándose,ausente,lisa,sedosa,rosa,blanco,parcial,blanco,uno,efímero,blanco,varias,hojas
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,lisa,gris,magulladuras,fétido,libre,cercano,ancho,blanco,afinándose,bulboso,lisa,fibrosa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,dispersa,urbano
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,lisa,gris,magulladuras,fétido,libre,cercano,ancho,chocolate,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,varias,urbano
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,senderos
comestible,plana,escamosa,rojo,magulladuras,ninguno,libre,cercano,ancho,rosa,afinándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,marrón,varias,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,convexa,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,lisa,blanco,magulladuras,fétido,libre,cercano,ancho,rosa,afinándose,bulboso,fibrosa,fibrosa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,dispersa,urbano
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,lisa,blanco,magulladuras,fétido,libre,cercano,ancho,chocolate,afinándose,bulboso,fibrosa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,dispersa,gramíneas
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,lisa,marrón claro,magulladuras,fétido,libre,cercano,ancho,rosa,afinándose,bulboso,fibrosa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,chocolate,dispersa,gramíneas
venenoso,plana,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,varias,bosques
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,rosa,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,gramíneas
comestible,plana,escamosa,gris,magulladuras,ninguno,libre,cercano,ancho,púrpura,afinándose,bulboso,lisa,lisa,gris,gris,parcial,blanco,uno,pendiente,marrón,solitaria,bosques
venenoso,plana,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón claro,parcial,blanco,uno,grande,chocolate,varias,gramíneas
venenoso,plana,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,rosa,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,varias,senderos
venenoso,plana,fibrosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón claro,marrón claro,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,rosa,parcial,blanco,uno,grande,chocolate,solitaria,senderos
venenoso,convexa,fibrosa,rosa,ninguna,creosota,libre,cercano,angosto,rosa,ensanchándose,bulboso,lisa,lisa,blanco,blanco,parcial,blanco,uno,pendiente,negro,dispersa,bosques
venenoso,convexa,escamosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,bosques
venenoso,convexa,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,marrón,marrón,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,plana,fibrosa,amarillo,ninguna,fétido,libre,cercano,ancho,chocolate,ensanchándose,bulboso,sedosa,sedosa,marrón claro,rosa,parcial,blanco,uno,grande,chocolate,solitaria,gramíneas
venenoso,convexa,escamosa,gris,ninguna,fétido,libre,cercano,ancho,gris,ensanchándose,bulboso,sedosa,sedosa,rosa,marrón,parcial,blanco,uno,grande,chocolate,varias,gramíneas
